tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
na,PT9797,Invictus International Preschool Grandeur Park,PT,Private Operators,CC,69298851,nicola.procida@invictus.preschool.edu.sg,"11,BEDOK SOUTH AVENUE 3,#B1-04,GRANDEUR PARK RESIDENCES,465466",465466,https://invictus.preschool.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Halal Food With No Beef (with Certification from MUIS),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,Yes,Yes,Yes,26/12/2024,na
na,NT0501,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"128,GEYLANG EAST AVENUE 1,#01-125,380128",380128,https://www.myfirstskool.com/GEC-lifesg,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,RC1803,Little Shepherds' Schoolhouse@Church of the Holy Trinity,RC,Not-for-Profit Organisation,KN,96606924,cindy.lam@catholicpreschool.edu.sg,"20,TAMPINES STREET 11,#02-18,CHURCH OF THE HOLY TRINITY,529455",529455,https://littleshepherdsschoolhouse.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,08:00-15:30,na,na,No,Yes,Yes,Yes,26/12/2024,na
na,KM0029,MOE Kindergarten @ Valour,KM,MOE Kindergarten,KN,64246390,mk_valour@moe.edu.sg,"49,PUNGGOL CENTRAL,#0-0,Valour Primary School,828728",828728,https://www.valourpri.moe.edu.sg/moe-kindergarten/moe-kindergarten-at-valour/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Limited,Full,Full,Full,Full,Full,Full,Full,Others,Chinese|Malay|Tamil,No,07:00-19:00,na,na,No,No,Yes,Yes,26/12/2024,na
na,EB0023,E-Bridge Pre-School Pte Ltd,EB,E-Bridge Pre-school Pte. Ltd.,CC,68023959,460sengkang@e-bridge.edu.sg,"460,SENGKANG WEST WAY,#01-01,FERNVALE GLADES,790460",790460,https://info.e-bridge.edu.sg/registration-of-interest,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,PT9375,STAR LEARNERS @ HOUGANG CENTRAL PTE LTD,PT,Private Operators,CC,62500173,INFO@STARLEARNERS.COM.SG,"434,HOUGANG AVENUE 8,#01-904,530434",530434,https://starlearners.com.sg/our-centres/hougang-central/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,NT0592,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"76A,CIRCUIT ROAD,#01-106,371076",371076,https://www.myfirstskool.com/CIR01-lifesg,Full,Full,Full,Full,Full,Limited,Full,Limited,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,PT9407,STAR LEARNERS @ TOA PAYOH PTE LTD,PT,Private Operators,CC,62500173,INFO@STARLEARNERS.COM.SG,"259,KIM KEAT AVENUE,#01-04,310259",310259,https://starlearners.com.sg/our-centres/toa-payoh/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,YM0152,MY WORLD PRESCHOOL LTD.,YM,MY World Preschool Ltd,CC,62930279,boonkeng@myworld.org.sg,"4,BOON KENG ROAD,#01-110,330004",330004,www.myworld.org.sg,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,PT8736,The Schoolhouse Dover,PT,Private Operators,CC,68730021,KristyHoon@theschoolhouse.com.sg,"131,DOVER ROAD,139659",139659,https://theschoolhouse.com.sg/dover/,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,26/12/2024,na
na,NT0550,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"209A,PUNGGOL PLACE,#01-1276,821209",821209,https://www.myfirstskool.com/PC5-lifesg,Full,Full,Full,Full,Full,Full,Full,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,PT9715,Primus Schoolhouse Bukit Timah by Invictus,PT,Private Operators,CC,65738441,hanah.raimi@primus.edu.sg,"70,BUKIT TINGGI ROAD,THE INSTITUTION OF ENGINEERS, SINGAPORE,289758",289758,https://www.primus.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,26/12/2024,na
na,PT9502,STAR LEARNERS @ BUKIT MERAH PTE. LTD.,PT,Private Operators,CC,62500173,info@starlearners.com.sg,"134,JALAN BUKIT MERAH,#01-1420,160134",160134,https://starlearners.com.sg/our-centres/bukit-merah/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,NT0559,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"678,WOODLANDS AVENUE 6,#02-724,730678",730678,https://www.myfirstskool.com/WD6-lifesg,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
TP0122,NT0580,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,EYC,66349989,INFO@MYFIRSTSKOOL.COM,"2,PUNGGOL DRIVE,828803",828803,https://www.myfirstskool.com/PCC07-lifesg,Full,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,RC1550,LITTLE MORAL ANGEL CHILDCARE,RC,Not-for-Profit Organisation,CC,64420560,principal542@chkmps.org.sg,"542,BEDOK NORTH ST 3,#01-1296,460542",460542,https://www.chkmps.org.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,26/12/2024,na
na,NT0504,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"18A,HOLLAND DRIVE,#01-457,272018",272018,https://www.myfirstskool.com/HLC-lifesg,Full,Limited,Limited,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,PT9362,Brighton Montessori Hillview,PT,Private Operators,CC,62690195,bmhv@brightonmontessori.com.sg,"1,HILLVIEW RISE,#01-02,667970",667970,https://www.brightonmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Limited,Limited,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,26/12/2024,na
na,PT9571,Swallows and Amazons Kindergarten,PT,Private Operators,KN,67628158,saa@swallowsandamazons.com.sg,"39,LINDEN DRIVE,RAFFLES PARK,288712",288712,https://www.swallowsandamazons.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Halal Food With No Beef (with Certification from MUIS),Chinese|Others: English,Yes,09:00-16:00,na,na,No,Yes,Yes,Yes,26/12/2024,na
na,PT9099,STAR LEARNERS @ NORTH EAST PTE. LTD.,PT,Private Operators,CC,62500173,INFO@STARLEARNERS.COM.SG,"57,ANCHORVALE ROAD,#01-04,SENGKANG SPORTS AND RECREATION CENTRE ,544964",544964,https://starlearners.com.sg/our-centres/sengkang-sports-centre/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,No,26/12/2024,na
na,PT9120,STAR LEARNERS @ RIVERVALE PTE LTD,PT,Private Operators,CC,62500173,Info@starlearners.com.sg,"195,RIVERVALE DRIVE,#01-743,540195",540195,https://starlearners.com.sg/our-centres/sengkang-rivervale/,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,NT0568,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"164,RIVERVALE CRESCENT,#01-03,RIVERVALE DELTA,540164",540164,https://www.myfirstskool.com/RVC02-lifesg,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,RC1867,Little Shepherds' Schoolhouse@Church of St Francis Xavier,RC,Not-for-Profit Organisation,CC,60111076,angela.lim@catholicpreschool.edu.sg,"63A,CHARTWELL DRIVE,558758",558758,https://littleshepherdsschoolhouse.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Others,Chinese,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,26/12/2024,na
na,RC1858,Little Shepherds' Schoolhouse@St Anne's Church,RC,Not-for-Profit Organisation,KN,63862007,sarah.tang@catholicpreschool.edu.sg,"66,SENGKANG EAST WAY,548593",548593,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Others,Chinese,No,08:15-16:00,na,na,No,Yes,Yes,No,26/12/2024,na
na,RC1830,Little Shepherds' Schoolhouse@Church of St Francis of Assisi-JW,RC,Not-for-Profit Organisation,CC,65131450,melissa.ng@catholicpreschool.edu.sg,"47,JURONG WEST STREET 42,St. Francis Of Assisi Kindergarten (jurong West ),649368",649368,www.littleshepherdsschoolhouse.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,Yes,Yes,Yes,26/12/2024,na
na,NT0557,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"312C,SUMANG LINK,#01-163,823312",823312,https://www.myfirstskool.com/PC6-lifesg,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,RC1690,Little Shepherds' Schoolhouse@St Joseph's Church,RC,Not-for-Profit Organisation,CC,67601301,melissa.neo@catholicpreschool.edu.sg,"600,UPPER BUKIT TIMAH ROAD,679331",679331,https://littleshepherdsschoolhouse.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Others,Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,Yes,Yes,No,26/12/2024,na
na,RC1220,Little Shepherds' Schoolhouse@Church of St Anthony,RC,Not-for-Profit Organisation,CC,63685058,jacq.wee@catholicpreschool.edu.sg,"331,WOODLANDS AVE 1,#01-421,730331",730331,https://littleshepherdsschoolhouse.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,No,26/12/2024,na
na,RC0420,Little Shepherds' Schoolhouse@Church of Our Lady Star of the Sea,RC,Not-for-Profit Organisation,CC,62570427,eunice.yeh@catholicpreschool.edu.sg,"235,YISHUN STREET 21,#01-440,760235",760235,https://littleshepherdsschoolhouse.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,PT7290,BRIGHT KIDS SCHOOL HOUSE PTE LTD,PT,Private Operators,CC,63436626,173principal@brightkids.sg,"173D,PUNGGOL FIELD,#01-635,824173",824173,https://www.brightkids.com.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,PT9811,Kidya Childcare Pte Ltd,PT,Private Operators,CC,69086778,info@kidyachildcare.sg,"55,LORONG L TELOK KURAU,#03-61,BRIGHT CENTRE,425500",425500,www.kidyachildcare.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Halal Food With Beef (with Certification from MUIS),Malay|Others: Arabic,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,26/12/2024,na
na,PT9875,Kidya Childcare (Bukit Batok) Pte Ltd,PT,Private Operators,CC,85047878,info.bb@kidyachildcare.sg,"21,BUKIT BATOK CRESCENT,#02-80,81,WCEGA TOWER,658065",658065,www.kidyachildcare.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Halal Food With Beef (with Certification from MUIS),Malay|Others: Arabic,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,26/12/2024,na
TP0106,NT0572,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"509B,YISHUN AVENUE 4,#01-20,ANGSANA BREEZE @ YISHUN,762509",762509,https://www.myfirstskool.com/YCC05-lifesg,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,NT0190,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"248,KIM KEAT LINK,#01-53,310248",310248,https://www.myfirstskool.com/KKC-lifesg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,26/12/2024,na
na,NT0607,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"267,KIM KEAT AVENUE,#01-01,KIM KEAT BEACON,310267",310267,https://www.myfirstskool.com/KKC02-lifesg,Full,Full,Full,Limited,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,25/12/2024,na
na,PT9366,The Schoolhouse West Coast,PT,Private Operators,CC,86682500,BBS-TSH-WT@theschoolhouse.com.sg,"21,WEST COAST ROAD,127309",127309,https://theschoolhouse.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,Yes,Yes,Yes,25/12/2024,na
na,PT9372,CHATSWORTH PRESCHOOL PTE LTD,PT,Private Operators,CC,64815585,information.piccadilly@chatsworth.com.sg,"1A,EDGWARE ROAD,799752",799752,www.sdmchatsworth.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,25/12/2024,na
